,task,variance,labels,image_id,support
263,52,43.17238868343525,139,180297,True
264,52,43.17238868343525,144,186243,True
265,53,71.48948280491318,5,6981,True
266,53,71.48948280491318,45,57982,True
267,53,71.48948280491318,46,59391,True
268,53,71.48948280491318,48,61926,True
269,53,71.48948280491318,75,96577,True
270,54,65.06652181188755,21,27665,True
271,54,65.06652181188755,114,146997,True
272,54,65.06652181188755,150,194496,True
273,54,65.06652181188755,153,197213,True
274,54,65.06652181188755,155,200650,True
275,55,81.32930482822246,46,59634,True
276,55,81.32930482822246,66,85472,True
277,55,81.32930482822246,82,105450,True
278,55,81.32930482822246,108,139319,True
279,55,81.32930482822246,136,176217,True
280,56,27.09065643475043,8,10239,True
281,56,27.09065643475043,11,14484,True
282,56,27.09065643475043,18,23248,True
283,56,27.09065643475043,20,26459,True
284,56,27.09065643475043,21,28092,True
285,57,27.92997540008201,144,185723,True
286,57,27.92997540008201,152,196319,True
287,57,27.92997540008201,154,198551,True
288,57,27.92997540008201,155,200616,True
289,57,27.92997540008201,157,202776,True
290,58,37.45351089752447,101,131271,True
291,58,37.45351089752447,103,133221,True
292,58,37.45351089752447,112,144376,True
293,58,37.45351089752447,118,152961,True
294,58,37.45351089752447,125,161761,True
295,59,30.114761153801133,82,106356,True
296,59,30.114761153801133,83,106998,True
297,59,30.114761153801133,89,115670,True
298,59,30.114761153801133,90,115998,True
299,59,30.114761153801133,93,119824,True
300,60,84.009879716839,17,22322,True
301,60,84.009879716839,86,110554,True
302,60,84.009879716839,91,118181,True
303,60,84.009879716839,115,148888,True
304,60,84.009879716839,116,150496,True
305,61,30.131235869196757,142,183195,True
306,61,30.131235869196757,143,185070,True
307,61,30.131235869196757,150,193469,True
308,61,30.131235869196757,151,195145,True
309,61,30.131235869196757,154,199446,True
310,62,44.67436487693351,28,36599,True
311,62,44.67436487693351,128,165781,True
312,62,44.67436487693351,130,167798,True
313,62,44.67436487693351,131,169426,True
314,62,44.67436487693351,134,173767,True
315,63,22.564425201584964,23,30250,True
316,63,22.564425201584964,24,31041,True
317,63,22.564425201584964,25,32779,True
318,63,22.564425201584964,27,34879,True
319,63,22.564425201584964,37,48155,True
320,64,76.63988449986984,29,38203,True
321,64,76.63988449986984,112,144449,True
322,64,76.63988449986984,154,199397,True
323,64,76.63988449986984,157,202358,True
324,64,76.63988449986984,159,205896,True
325,65,60.21100097696853,51,65517,True
326,65,60.21100097696853,98,126367,True
327,65,60.21100097696853,100,129116,True
328,65,60.21100097696853,114,147247,True
329,65,60.21100097696853,120,155392,True
330,66,87.17760685516244,69,88721,True
331,66,87.17760685516244,70,90163,True
332,66,87.17760685516244,120,155904,True
333,66,87.17760685516244,137,177397,True
334,66,87.17760685516244,157,203588,True
335,67,51.604403075963575,29,37582,True
336,67,51.604403075963575,31,40306,True
337,67,51.604403075963575,40,51963,True
338,67,51.604403075963575,43,55723,True
339,67,51.604403075963575,45,58172,True
340,68,65.76730875293997,2,2830,True
341,68,65.76730875293997,105,136035,True
342,68,65.76730875293997,109,141351,True
343,68,65.76730875293997,116,150132,True
344,68,65.76730875293997,126,162650,True
345,69,64.16476210693826,31,40893,True
346,69,64.16476210693826,33,42985,True
347,69,64.16476210693826,46,59689,True
348,69,64.16476210693826,50,64523,True
349,69,64.16476210693826,92,118700,True
350,70,52.711408752169184,129,166270,True
351,70,52.711408752169184,133,171559,True
352,70,52.711408752169184,136,175744,True
353,70,52.711408752169184,137,176630,True
354,70,52.711408752169184,157,202802,True
355,71,27.92997540008201,138,178733,True
356,71,27.92997540008201,152,196870,True
357,71,27.92997540008201,154,199284,True
358,71,27.92997540008201,157,202965,True
359,71,27.92997540008201,158,204417,True
360,72,86.57368067485355,62,80597,True
361,72,86.57368067485355,80,103839,True
362,72,86.57368067485355,131,168973,True
363,72,86.57368067485355,135,174022,True
364,72,86.57368067485355,145,186966,True
365,73,67.61806944354738,29,38418,True
366,73,67.61806944354738,64,82587,True
367,73,67.61806944354738,65,84592,True
368,73,67.61806944354738,77,98840,True
369,73,67.61806944354738,93,120773,True
370,74,83.61168127218977,40,52158,True
371,74,83.61168127218977,44,57370,True
372,74,83.61168127218977,70,90105,True
373,74,83.61168127218977,148,191551,True
374,74,83.61168127218977,159,205210,True
375,75,46.92569251376049,6,8000,True
376,75,46.92569251376049,9,12399,True
377,75,46.92569251376049,148,191747,True
378,75,46.92569251376049,156,201016,True
379,75,46.92569251376049,159,206004,True
380,76,77.50224636217237,20,26522,True
381,76,77.50224636217237,68,88112,True
382,76,77.50224636217237,74,95604,True
383,76,77.50224636217237,90,116641,True
384,76,77.50224636217237,114,147946,True
385,77,69.71775190453893,23,30036,True
386,77,69.71775190453893,76,98662,True
387,77,69.71775190453893,83,107778,True
388,77,69.71775190453893,89,114671,True
389,77,69.71775190453893,98,126267,True
390,78,46.16862517839571,11,14805,True
391,78,46.16862517839571,16,20841,True
392,78,46.16862517839571,141,181977,True
393,78,46.16862517839571,144,186326,True
394,78,46.16862517839571,157,203281,True
395,79,65.72336428652464,14,19047,True
396,79,65.72336428652464,65,84302,True
397,79,65.72336428652464,140,181185,True
398,79,65.72336428652464,142,184122,True
399,79,65.72336428652464,145,187550,True
400,80,34.527466486862174,54,70282,True
401,80,34.527466486862174,55,70602,True
402,80,34.527466486862174,56,72535,True
403,80,34.527466486862174,61,79147,True
404,80,34.527466486862174,63,82062,True
405,81,60.21100097696853,61,78553,True
406,81,60.21100097696853,102,132401,True
407,81,60.21100097696853,103,133210,True
408,81,60.21100097696853,111,143132,True
409,81,60.21100097696853,125,162326,True
410,82,28.165326847865213,95,123249,True
411,82,28.165326847865213,97,125145,True
412,82,28.165326847865213,102,131506,True
413,82,28.165326847865213,104,133981,True
414,82,28.165326847865213,107,137811,True
415,83,88.21235833415699,0,1149,True
416,83,88.21235833415699,16,20430,True
417,83,88.21235833415699,40,51072,True
418,83,88.21235833415699,57,74163,True
419,83,88.21235833415699,122,158482,True
420,84,34.27384009566556,4,5423,True
421,84,34.27384009566556,8,10826,True
422,84,34.27384009566556,9,12402,True
423,84,34.27384009566556,17,22187,True
424,84,34.27384009566556,155,200876,True
425,85,53.874911666021305,30,39661,True
426,85,53.874911666021305,38,49101,True
427,85,53.874911666021305,46,59201,True
428,85,53.874911666021305,55,71811,True
429,85,53.874911666021305,56,72909,True
430,86,66.45125364453504,54,70463,True
431,86,66.45125364453504,55,71397,True
432,86,66.45125364453504,95,122459,True
433,86,66.45125364453504,109,140803,True
434,86,66.45125364453504,116,150461,True
435,87,65.14538518548953,27,35277,True
436,87,65.14538518548953,55,70769,True
437,87,65.14538518548953,64,82788,True
438,87,65.14538518548953,65,83967,True
439,87,65.14538518548953,77,98796,True
440,88,49.83891661418661,125,162291,True
441,88,49.83891661418661,138,179130,True
442,88,49.83891661418661,139,180302,True
443,88,49.83891661418661,140,181295,True
444,88,49.83891661418661,145,187272,True
445,89,56.796052678685896,97,125034,True
446,89,56.796052678685896,102,131628,True
447,89,56.796052678685896,112,145354,True
448,89,56.796052678685896,119,153460,True
449,89,56.796052678685896,135,174213,True
450,90,67.4299071304795,11,14205,True
451,90,67.4299071304795,103,132827,True
452,90,67.4299071304795,109,140931,True
453,90,67.4299071304795,111,143570,True
454,90,67.4299071304795,112,145103,True
455,91,70.2855705394166,45,58026,True
456,91,70.2855705394166,66,85629,True
457,91,70.2855705394166,97,125910,True
458,91,70.2855705394166,116,149788,True
459,91,70.2855705394166,119,154591,True
460,92,62.10352568013763,3,3991,True
461,92,62.10352568013763,114,146909,True
462,92,62.10352568013763,115,149102,True
463,92,62.10352568013763,117,151987,True
464,92,62.10352568013763,125,161519,True
465,93,87.56873524924828,7,9849,True
466,93,87.56873524924828,78,100126,True
467,93,87.56873524924828,97,125355,True
468,93,87.56873524924828,98,127048,True
469,93,87.56873524924828,129,167275,True
470,94,50.5538441549805,26,33651,True
471,94,50.5538441549805,39,50780,True
472,94,50.5538441549805,40,51512,True
473,94,50.5538441549805,44,56970,True
474,94,50.5538441549805,48,62693,True
475,95,41.74979156549116,97,125223,True
476,95,41.74979156549116,104,134150,True
477,95,41.74979156549116,109,140813,True
478,95,41.74979156549116,110,142154,True
479,95,41.74979156549116,120,154988,True
480,96,66.55660938263799,38,49148,True
481,96,66.55660938263799,40,51591,True
482,96,66.55660938263799,46,59865,True
483,96,66.55660938263799,57,74277,True
484,96,66.55660938263799,149,192448,True
485,97,66.96351183417347,13,16635,True
486,97,66.96351183417347,15,20390,True
487,97,66.96351183417347,16,20800,True
488,97,66.96351183417347,69,88567,True
489,97,66.96351183417347,144,186022,True
490,98,74.08412485425433,21,27782,True
491,98,74.08412485425433,37,47439,True
492,98,74.08412485425433,129,166319,True
493,98,74.08412485425433,130,167993,True
494,98,74.08412485425433,133,171413,True
495,99,40.38930712855502,69,89435,True
496,99,40.38930712855502,84,108316,True
497,99,40.38930712855502,86,110581,True
498,99,40.38930712855502,89,115387,True
499,99,40.38930712855502,90,116263,True
500,100,22.42132101494552,40,51957,True
501,100,22.42132101494552,41,53071,True
502,100,22.42132101494552,43,55180,True
503,100,22.42132101494552,46,59809,True
504,100,22.42132101494552,49,63665,True
505,101,75.73894262473968,4,5896,True
506,101,75.73894262473968,6,8248,True
507,101,75.73894262473968,8,10013,True
508,101,75.73894262473968,43,56044,True
509,101,75.73894262473968,110,141723,True
510,102,60.90955240997285,0,700,True
511,102,60.90955240997285,10,13033,True
512,102,60.90955240997285,18,23694,True
513,102,60.90955240997285,20,26099,True
514,102,60.90955240997285,22,28102,True
515,103,18.16869720384755,3,3890,True
516,103,18.16869720384755,7,9006,True
517,103,18.16869720384755,12,15821,True
518,103,18.16869720384755,13,16569,True
519,103,18.16869720384755,14,19080,True
520,104,85.41374447727775,71,91006,True
521,104,85.41374447727775,78,100302,True
522,104,85.41374447727775,116,149522,True
523,104,85.41374447727775,152,197083,True
524,104,85.41374447727775,157,203162,True
525,105,39.71279083436885,60,77950,True
526,105,39.71279083436885,70,89924,True
527,105,39.71279083436885,71,91344,True
528,105,39.71279083436885,74,95959,True
529,105,39.71279083436885,75,96514,True
530,106,36.54070987029807,99,127634,True
531,106,36.54070987029807,108,139663,True
532,106,36.54070987029807,115,148367,True
533,106,36.54070987029807,125,162034,True
534,106,36.54070987029807,126,163007,True
535,107,73.2712529727237,32,41055,True
536,107,73.2712529727237,38,49500,True
537,107,73.2712529727237,115,149164,True
538,107,73.2712529727237,120,155467,True
539,107,73.2712529727237,125,161930,True
540,108,84.009879716839,77,99620,True
541,108,84.009879716839,79,101791,True
542,108,84.009879716839,108,139582,True
543,108,84.009879716839,109,140711,True
544,108,84.009879716839,147,190094,True
545,109,37.77392171973525,72,92470,True
546,109,37.77392171973525,75,97124,True
547,109,37.77392171973525,80,103080,True
548,109,37.77392171973525,90,115707,True
549,109,37.77392171973525,93,119995,True
550,110,58.83783905739477,114,148135,True
551,110,58.83783905739477,143,184749,True
552,110,58.83783905739477,151,194929,True
553,110,58.83783905739477,154,199405,True
554,110,58.83783905739477,155,200979,True
555,111,86.56679345278405,14,18215,True
556,111,86.56679345278405,62,80336,True
557,111,86.56679345278405,66,85890,True
558,111,86.56679345278405,92,118502,True
559,111,86.56679345278405,158,204124,True
560,112,71.04511610211279,4,5781,True
561,112,71.04511610211279,10,13435,True
562,112,71.04511610211279,16,21590,True
563,112,71.04511610211279,57,73445,True
564,112,71.04511610211279,60,77480,True
565,113,31.650900902051376,1,2018,True
566,113,31.650900902051376,3,4481,True
567,113,31.650900902051376,10,12645,True
568,113,31.650900902051376,14,18096,True
569,113,31.650900902051376,15,19114,True
570,114,39.11918256832126,110,142784,True
571,114,39.11918256832126,113,145681,True
572,114,39.11918256832126,116,149650,True
573,114,39.11918256832126,118,152405,True
574,114,39.11918256832126,127,164444,True
575,115,69.94340302686332,1,1446,True
576,115,69.94340302686332,3,4649,True
577,115,69.94340302686332,137,177741,True
578,115,69.94340302686332,144,185687,True
579,115,69.94340302686332,146,188575,True
580,116,47.687586002156856,62,79663,True
581,116,47.687586002156856,128,164924,True
582,116,47.687586002156856,131,169464,True
583,116,47.687586002156856,132,170826,True
584,116,47.687586002156856,133,171715,True
585,117,55.36483474490949,32,41207,True
586,117,55.36483474490949,38,49638,True
587,117,55.36483474490949,49,63907,True
588,117,55.36483474490949,53,68170,True
589,117,55.36483474490949,57,74303,True
590,118,25.08502982506534,81,104344,True
591,118,25.08502982506534,89,115185,True
592,118,25.08502982506534,90,116070,True
593,118,25.08502982506534,92,119541,True
594,118,25.08502982506534,93,120583,True
595,119,35.79668839496598,42,54758,True
596,119,35.79668839496598,43,55088,True
597,119,35.79668839496598,49,63098,True
598,119,35.79668839496598,54,70271,True
599,119,35.79668839496598,56,72387,True
600,120,62.1566500109809,42,54748,True
601,120,62.1566500109809,63,82033,True
602,120,62.1566500109809,64,83129,True
603,120,62.1566500109809,70,90511,True
604,120,62.1566500109809,92,119206,True
605,121,58.15295836845402,43,56154,True
606,121,58.15295836845402,109,140584,True
607,121,58.15295836845402,114,148090,True
608,121,58.15295836845402,115,148530,True
609,121,58.15295836845402,125,161498,True
610,122,69.63759489372548,8,10171,True
611,122,69.63759489372548,24,31815,True
612,122,69.63759489372548,26,34397,True
613,122,69.63759489372548,27,35529,True
614,122,69.63759489372548,97,124797,True
615,123,70.10604186398702,107,138158,True
616,123,70.10604186398702,121,156047,True
617,123,70.10604186398702,122,158319,True
618,123,70.10604186398702,138,178507,True
619,123,70.10604186398702,139,179822,True
620,124,72.84805556840806,54,69285,True
621,124,72.84805556840806,91,117272,True
622,124,72.84805556840806,93,120560,True
623,124,72.84805556840806,103,133026,True
624,124,72.84805556840806,115,148562,True
625,125,66.26271780545241,17,22492,True
626,125,66.26271780545241,133,172601,True
627,125,66.26271780545241,144,186508,True
628,125,66.26271780545241,145,187375,True
629,125,66.26271780545241,148,191339,True
630,126,79.06895512523792,101,130398,True
631,126,79.06895512523792,105,136185,True
632,126,79.06895512523792,114,147707,True
633,126,79.06895512523792,144,186566,True
634,126,79.06895512523792,155,199980,True
635,127,79.32812693792486,104,134165,True
636,127,79.32812693792486,117,151740,True
637,127,79.32812693792486,123,159192,True
638,127,79.32812693792486,132,170989,True
639,127,79.32812693792486,157,202438,True
640,128,52.935204795065935,68,88121,True
641,128,52.935204795065935,91,117677,True
642,128,52.935204795065935,93,120154,True
643,128,52.935204795065935,94,121882,True
644,128,52.935204795065935,128,165749,True
645,129,46.222536905193664,29,37689,True
646,129,46.222536905193664,81,104610,True
647,129,46.222536905193664,89,115232,True
648,129,46.222536905193664,91,117830,True
649,129,46.222536905193664,94,121404,True
650,130,60.1096847759794,35,45536,True
651,130,60.1096847759794,97,125082,True
652,130,60.1096847759794,102,132299,True
653,130,60.1096847759794,110,142744,True
654,130,60.1096847759794,126,163369,True
655,131,63.63402442535244,101,131009,True
656,131,63.63402442535244,114,147643,True
657,131,63.63402442535244,116,149549,True
658,131,63.63402442535244,126,163527,True
659,131,63.63402442535244,128,165272,True
660,132,47.85262523738008,11,14928,True
661,132,47.85262523738008,12,15422,True
662,132,47.85262523738008,139,179321,True
663,132,47.85262523738008,149,192790,True
664,132,47.85262523738008,152,196234,True
665,133,34.27384009566556,2,3142,True
666,133,34.27384009566556,4,5823,True
667,133,34.27384009566556,9,12380,True
668,133,34.27384009566556,17,22028,True
669,133,34.27384009566556,141,182468,True
670,134,33.058091740168926,0,954,True
671,134,33.058091740168926,4,6124,True
672,134,33.058091740168926,6,8271,True
673,134,33.058091740168926,17,21856,True
674,134,33.058091740168926,19,24975,True
675,135,76.24278551935362,0,448,True
676,135,76.24278551935362,18,23892,True
677,135,76.24278551935362,81,104127,True
678,135,76.24278551935362,90,116872,True
679,135,76.24278551935362,94,121400,True
680,136,68.1832609292952,4,6005,True
681,136,68.1832609292952,6,8072,True
682,136,68.1832609292952,14,18025,True
683,136,68.1832609292952,51,66413,True
684,136,68.1832609292952,147,190040,True
685,137,52.41044854297957,25,32499,True
686,137,52.41044854297957,27,35605,True
687,137,52.41044854297957,28,36716,True
688,137,52.41044854297957,35,44813,True
689,137,52.41044854297957,159,205952,True
690,138,26.001397361457933,146,189278,True
691,138,26.001397361457933,151,195091,True
692,138,26.001397361457933,152,196878,True
693,138,26.001397361457933,153,197687,True
694,138,26.001397361457933,157,202676,True
695,139,76.69855460457954,3,4255,True
696,139,76.69855460457954,118,152930,True
697,139,76.69855460457954,125,162418,True
698,139,76.69855460457954,126,162816,True
699,139,76.69855460457954,151,195020,True
700,140,60.02976632428225,38,49093,True
701,140,60.02976632428225,39,50434,True
702,140,60.02976632428225,58,75695,True
703,140,60.02976632428225,62,80233,True
704,140,60.02976632428225,131,169201,True
705,141,71.22512124305908,49,63960,True
706,141,71.22512124305908,75,96787,True
707,141,71.22512124305908,95,123401,True
708,141,71.22512124305908,97,125147,True
709,141,71.22512124305908,125,161995,True
710,142,31.656397330990195,0,803,True
711,142,31.656397330990195,5,6519,True
712,142,31.656397330990195,9,11505,True
713,142,31.656397330990195,14,18586,True
714,142,31.656397330990195,15,19218,True
715,143,80.66156676299644,79,102102,True
716,143,80.66156676299644,136,176188,True
717,143,80.66156676299644,144,186175,True
718,143,80.66156676299644,149,192296,True
719,143,80.66156676299644,158,203642,True
720,144,46.41471712875779,15,19343,True
721,144,46.41471712875779,17,23006,True
722,144,46.41471712875779,138,178769,True
723,144,46.41471712875779,148,190975,True
724,144,46.41471712875779,150,193499,True
725,145,82.99854838864034,40,51364,True
726,145,82.99854838864034,59,76909,True
727,145,82.99854838864034,75,96649,True
728,145,82.99854838864034,153,198061,True
729,145,82.99854838864034,156,201511,True
730,146,52.29052421285776,2,2979,True
731,146,52.29052421285776,9,11824,True
732,146,52.29052421285776,15,19719,True
733,146,52.29052421285776,16,20963,True
734,146,52.29052421285776,110,142278,True
735,147,46.03041717150686,39,50559,True
